program_id,university_slug,university_id,faculty_id,campus_id,campus_name_th,campus_name_en,program_name_th,program_name_en,program_type_id,program_type_name_th,field_id,field_name_th,field_name_en,cost,graduate_rate
10010123210601A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมี,Bachelor of Science Program in Biochemistry,A,ภาษาไทย ปกติ,06,ชีวเคมี,Biochemistry,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 67.74 ต่อปีการศึกษา
10010123210701A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,Bachelor of Science Program in Biology,A,ภาษาไทย ปกติ,07,ชีววิทยา,Biology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 48 ต่อปีการศึกษา
10010123210901A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,Bachelor of Science Program in Imaging and Printing Technology,A,ภาษาไทย ปกติ,09,เทคโนโลยีการพิมพ์,Printing Technology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 63.33 ต่อปีการศึกษา
10010123211001A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,Bachelor of Science Program in Food Technology,A,ภาษาไทย ปกติ,10,เทคโนโลยีการอาหาร,Food Technology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 71.43 ต่อปีการศึกษา
10010123211201E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีชีวภาพ (หลักสูตรนานาชาติ),Bachelor of Science Program in Biotechnology (International Program),E,นานาชาติ,12,เทคโนโลยีชีวภาพ,Biotechnology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/ และ http://www.bbtech.sc.chula.ac.th/?page_id=3642",ร้อยละ 99 ต่อปีการศึกษา
10010123212101E,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีอุตสาหการ (หลักสูตรนานาชาติ),Bachelor of Science Program in Industrial Science and Technology,E,นานาชาติ,21,เทคโนโลยีอุตสาหกรรม,Industry Technology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 95,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 46,375 บาท ดูรายละเอียดเพิ่มเติม https://www.bistech.sc.chula.ac.th/program/tuition-and-fees/",0
10010123212301A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธรณีวิทยา,Bachelor of Science Program in Geology,A,ภาษาไทย ปกติ,23,ธรณีวิทยา,Geology,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 69.77 ต่อปีการศึกษา
10010123212501A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพฤกษศาสตร์,Bachelor of Science Program in Botany,A,ภาษาไทย ปกติ,25,พฤกษศาสตร์,Botany,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 41.46 ต่อปีการศึกษา
10010123212601A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพันธุศาสตร์,Bachelor of Science Program in Genetics,A,ภาษาไทย ปกติ,26,พันธุศาสตร์,Genetics,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 52.5 ต่อปีการศึกษา
10010123212701A,chulalongkorn,001,23,01,วิทยาเขตหลัก,Main Campus,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,Bachelor of Science Program in Physics,A,ภาษาไทย ปกติ,27,ฟิสิกส์,Physics,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 64.15 ต่อปีการศึกษา
